church,date,total_attendance,men,women,youth,children,salvations,baptisms,home_visits,meals_food_packs,preschool_attendance
Mpolonjeni,2025-02-09,58,3,15,11,29,0,0,0,128,0
Mpolonjeni,2025-02-16,45,3,13,10,19,0,0,0,96,0
Mpolonjeni,2025-02-23,52,4,16,10,22,0,0,0,40,0
Mpolonjeni,2025-03-02,62,5,16,12,29,0,0,1,0,0
Mpolonjeni,2025-03-09,65,5,16,11,33,0,0,0,0,0
Mpolonjeni,2025-03-16,57,7,16,12,22,0,0,0,180,0
Mpolonjeni,2025-03-23,78,6,16,14,42,0,0,0,180,0
Mpolonjeni,2025-03-30,69,6,16,10,37,0,0,0,128,0
Mpolonjeni,2025-04-06,65,5,16,11,33,0,0,0,0,0
Mpolonjeni,2025-04-13,67,5,16,12,34,0,0,0,180,0
Mpolonjeni,2025-04-20,69,5,13,14,37,0,0,0,72,0
Mpolonjeni,2025-04-27,64,5,16,11,32,0,0,0,0,0
Mpolonjeni,2025-05-04,63,4,14,13,32,0,0,0,0,0
Mpolonjeni,2025-05-11,65,5,13,11,36,0,0,1,360,0
Mpolonjeni,2025-05-18,64,3,12,14,35,0,0,0,0,0
Mpolonjeni,2025-05-25,64,4,13,11,36,0,0,0,0,0
Mpolonjeni,2025-06-01,61,4,14,11,32,0,1,0,0,0
Mpolonjeni,2025-06-08,51,4,12,11,24,0,0,0,360,0
Mpolonjeni,2025-06-15,64,5,16,11,32,0,0,2,0,0
Mpolonjeni,2025-06-22,59,4,15,11,29,0,0,0,0,0
Mpolonjeni,2025-06-29,58,4,16,9,29,0,0,0,0,0
Mpolonjeni,2025-07-06,54,5,15,9,25,0,0,0,0,0
Mpolonjeni,2025-07-13,54,4,14,11,25,0,0,0,0,0
Mpolonjeni,2025-07-20,58,4,16,10,28,0,0,0,0,0
Mpolonjeni,2025-07-27,44,4,12,9,19,0,0,0,0,0
Mpolonjeni,2025-08-03,73,6,15,14,38,0,0,0,0,0
Mpolonjeni,2025-08-10,66,3,16,11,36,0,0,0,0,0
Mpolonjeni,2025-08-18,57,4,14,10,29,0,0,0,0,0
Mpolonjeni,2025-08-24,56,3,14,9,30,0,0,0,0,0
Mpolonjeni,2025-08-31,55,4,15,9,27,0,0,0,0,0
Mpolonjeni,2025-09-07,46,4,14,8,20,0,0,0,105,0
Mpolonjeni,2025-09-14,52,4,12,10,26,0,0,0,15,0
Mpolonjeni,2025-09-21,61,6,16,11,28,0,0,0,180,0
Mpolonjeni,2025-09-28,54,4,14,10,26,0,0,0,144,0
Mpolonjeni,2025-10-05,59,4,15,12,28,0,0,0,0,0
Mpolonjeni,2025-10-12,52,3,12,9,28,0,0,0,0,0
Mpolonjeni,2025-10-19,48,4,14,8,22,0,0,0,0,0
Mpolonjeni,2025-10-26,57,4,15,11,27,0,0,0,0,0
Mpolonjeni,2025-11-02,44,2,12,9,21,0,0,0,0,0
Mpolonjeni,2025-11-09,57,4,16,10,27,0,0,48,0,0
Mpolonjeni,2025-11-16,29,2,11,6,10,0,0,0,48,0
Mpolonjeni,2025-11-30,40,3,11,0,26,0,0,0,288,0
Mpolonjeni,2025-12-14,58,4,14,11,29,0,0,0,0,0
Mpolonjeni,2025-12-21,61,4,15,11,31,0,0,0,0,0
Mpolonjeni,2025-12-28,57,3,14,11,29,0,0,0,0,0
Mpolonjeni,2026-01-04,48,3,14,9,22,0,0,0,0,0
Mpolonjeni,2026-01-18,52,4,14,10,24,0,0,0,0,0
Mpolonjeni,2026-01-25,57,4,16,9,28,0,0,0,0,0
Mpolonjeni,2026-02-01,60,5,17,10,28,0,0,0,0,0
Mpolonjeni,2026-02-08,60,5,18,10,27,0,0,0,0,0
Mpolonjeni,2026-02-15,51,5,13,10,23,0,0,0,0,0
Mpolonjeni,2026-02-22,59,4,17,11,27,0,0,0,0,0
Mpolonjeni,2026-03-01,54,4,14,10,26,0,0,0,0,0
Mpolonjeni,2026-03-08,54,5,16,11,22,0,0,0,0,0
Mpolonjeni,2026-03-15,57,5,15,13,24,0,0,0,0,0
Mpolonjeni,2026-03-22,53,4,14,11,24,0,0,0,0,0
Mpolonjeni,2026-03-29,58,5,16,11,26,0,0,0,0,0
Mpolonjeni,2026-04-05,68,5,16,13,34,0,0,0,0,0
Mpolonjeni,2026-04-12,58,5,13,12,28,0,0,0,360,0
Mpolonjeni,2026-04-19,61,6,16,10,29,0,0,1,36,0
Mpolonjeni,2026-04-26,56,4,14,10,28,0,0,0,0,0
Mpolonjeni,2026-05-03,55,4,15,11,25,0,0,0,0,0
Mpolonjeni,2026-05-10,66,4,17,13,32,0,0,0,0,0
Mpolonjeni,2026-05-17,97,6,20,25,46,5,0,7,0,0
Mpolonjeni,2026-05-24,55,4,15,10,26,0,0,0,0,0
Mpuluzi,2021-11-07,55,6,12,11,26,0,0,11,0,0
Mpuluzi,2021-11-14,71,8,16,13,34,7,0,8,0,0
Mpuluzi,2021-11-21,70,6,18,16,30,0,0,0,0,0
Mpuluzi,2021-11-28,85,9,21,36,19,0,0,0,0,0
Mpuluzi,2021-12-05,96,16,21,18,41,12,0,9,3,0
Mpuluzi,2021-12-12,93,13,19,24,37,8,0,6,6,0
Mpuluzi,2021-12-19,85,12,21,19,33,14,0,0,6,0
Mpuluzi,2021-12-26,101,18,27,17,39,11,0,0,9,0
Mpuluzi,2022-01-01,121,15,24,21,61,0,0,0,0,34
Mpuluzi,2022-01-02,94,15,31,16,32,9,0,0,7,0
Mpuluzi,2022-01-08,125,15,28,16,66,3,0,2,0,0
Mpuluzi,2022-01-09,82,13,30,11,28,12,0,0,11,0
Mpuluzi,2022-01-15,125,13,33,21,58,2,0,8,0,0
Mpuluzi,2022-01-16,107,17,35,15,40,3,0,0,7,0
Mpuluzi,2022-01-22,125,14,31,19,61,1,0,6,2,0
Mpuluzi,2022-01-23,89,20,27,0,42,8,0,0,4,0
Mpuluzi,2022-01-29,101,7,28,11,55,3,0,0,32,40
Mpuluzi,2022-01-30,83,17,29,0,37,12,0,0,0,0
Mpuluzi,2022-02-05,119,11,31,17,60,5,0,6,32,0
Mpuluzi,2022-02-06,89,15,31,0,43,4,0,5,4,0
Mpuluzi,2022-02-12,84,0,26,14,44,2,0,5,96,0
Mpuluzi,2022-02-13,94,14,34,0,46,8,0,5,3,0
Mpuluzi,2022-02-19,107,11,31,16,49,8,0,3,64,0
Mpuluzi,2022-02-20,76,13,23,0,40,3,0,3,5,0
Mpuluzi,2022-02-26,112,9,36,13,54,2,0,8,186,40
Mpuluzi,2022-02-27,103,15,36,23,29,9,0,0,6,0
Mpuluzi,2022-03-05,137,14,34,23,66,2,0,6,64,40
Mpuluzi,2022-03-06,116,13,41,25,37,13,0,7,2,42
Mpuluzi,2022-03-12,106,9,28,11,58,3,0,7,15,0
Mpuluzi,2022-03-13,137,15,44,30,48,17,0,9,4,42
Mpuluzi,2022-03-19,130,11,31,19,69,7,0,3,72,0
Mpuluzi,2022-03-20,115,13,45,18,39,7,0,2,0,42
Mpuluzi,2022-03-26,117,12,33,11,61,2,0,8,72,40
Mpuluzi,2022-03-27,138,16,49,21,52,9,0,15,3,42
Mpuluzi,2022-04-02,113,9,29,21,54,3,0,6,0,40
Mpuluzi,2022-04-03,124,13,48,17,46,7,0,8,3,42
Mpuluzi,2022-04-09,221,26,61,54,80,19,6,8,36,40
Mpuluzi,2022-04-10,96,17,15,18,46,11,0,6,2,24
Mpuluzi,2022-04-16,92,14,28,19,31,2,0,6,108,40
Mpuluzi,2022-04-17,310,31,94,77,108,47,0,19,8,42
Mpuluzi,2022-04-23,84,9,24,17,34,3,0,7,252,40
Mpuluzi,2022-04-24,121,19,37,22,43,13,0,21,2,42
Mpuluzi,2022-04-30,63,10,21,12,20,1,0,5,72,40
Mpuluzi,2022-05-01,189,23,41,66,59,19,0,37,0,42
Mpuluzi,2022-05-08,204,21,44,72,67,13,0,25,0,42
Mpuluzi,2022-05-15,175,21,43,57,54,12,0,18,2,42
Mpuluzi,2022-05-22,171,19,47,44,61,14,0,6,3,42
Mpuluzi,2022-05-29,145,15,43,33,54,0,0,13,1,42
Mpuluzi,2022-06-05,137,17,38,40,42,0,0,24,6,42
Mpuluzi,2022-06-12,138,18,41,37,42,0,0,21,5,42
Mpuluzi,2022-06-19,151,21,43,27,60,40,0,64,15,42
Mpuluzi,2022-06-26,154,20,43,27,64,0,0,18,2,42
Mpuluzi,2022-07-02,103,12,19,60,12,0,0,0,0,40
Mpuluzi,2022-07-03,169,16,44,32,77,0,0,14,0,42
Mpuluzi,2022-07-09,91,9,16,0,66,4,0,7,72,40
Mpuluzi,2022-07-10,163,19,47,31,66,0,0,11,1,42
Mpuluzi,2022-07-16,223,26,74,31,92,21,0,0,0,40
Mpuluzi,2022-07-17,161,21,40,30,70,30,0,48,6,42
Mpuluzi,2022-07-23,83,6,20,9,48,2,0,7,0,40
Mpuluzi,2022-07-24,147,17,40,26,64,9,0,12,1,42
Mpuluzi,2022-07-30,84,8,19,0,57,3,0,0,0,40
Mpuluzi,2022-07-31,160,15,43,29,73,13,0,15,2,42
Mpuluzi,2022-08-06,223,26,74,31,92,21,0,0,0,40
Mpuluzi,2022-08-07,157,17,47,27,66,9,0,11,1,42
Mpuluzi,2022-08-13,83,6,20,9,48,2,0,7,0,40
Mpuluzi,2022-08-14,162,16,49,25,72,7,0,9,0,42
Mpuluzi,2022-08-20,93,7,22,18,46,3,0,3,36,40
Mpuluzi,2022-08-21,155,15,45,25,70,32,0,38,5,42
Mpuluzi,2022-08-27,85,9,24,16,36,2,0,4,0,40
Mpuluzi,2022-08-28,141,12,40,24,65,6,0,9,1,0
Mpuluzi,2022-09-04,300,31,66,93,110,44,0,14,0,0
Mpuluzi,2022-09-11,76,5,19,13,39,0,0,0,10,0
Mpuluzi,2022-09-18,135,11,30,25,69,11,0,3,0,42
Mpuluzi,2022-09-25,128,13,27,22,66,8,0,13,5,39
Mpuluzi,2022-10-02,143,14,30,25,74,6,0,12,1,39
Mpuluzi,2022-10-09,140,15,32,22,71,3,0,6,1,39
Mpuluzi,2022-10-16,131,13,33,19,66,2,0,4,1,39
Mpuluzi,2022-10-23,120,11,29,21,59,0,0,1,0,39
Mpuluzi,2022-10-30,133,13,26,22,72,3,0,5,0,39
Mpuluzi,2022-11-06,144,12,39,22,71,0,0,4,0,39
Mpuluzi,2022-11-13,111,9,36,15,51,0,0,8,0,39
Mpuluzi,2022-11-20,121,11,38,0,72,0,0,11,1,39
Mpuluzi,2022-11-27,140,13,35,22,70,0,0,46,9,39
Mpuluzi,2022-12-04,93,9,12,0,72,4,0,9,0,39
Mpuluzi,2022-12-11,149,11,39,23,76,6,0,2,4,39
Mpuluzi,2022-12-18,160,13,44,22,81,4,0,8,0,39
Mpuluzi,2022-12-25,200,27,49,34,90,3,0,7,3,39
Mpuluzi,2023-01-01,121,15,24,21,61,0,0,0,0,34
Mpuluzi,2023-01-08,125,15,28,16,66,3,0,2,0,0
Mpuluzi,2023-01-15,125,13,33,21,58,2,0,8,0,0
Mpuluzi,2023-01-22,125,14,31,19,61,1,0,6,2,0
Mpuluzi,2023-01-29,101,7,28,11,55,3,0,0,32,40
Mpuluzi,2023-02-05,119,11,31,17,60,5,0,6,32,0
Mpuluzi,2023-02-12,84,0,26,14,44,2,0,5,96,0
Mpuluzi,2023-02-19,107,11,31,16,49,8,0,3,64,0
Mpuluzi,2023-02-26,112,9,36,13,54,2,0,8,186,40
Mpuluzi,2023-03-05,137,14,34,23,66,2,0,6,64,40
Mpuluzi,2023-03-12,106,9,28,11,58,3,0,7,15,0
Mpuluzi,2023-03-19,130,11,31,19,69,7,0,3,72,0
Mpuluzi,2023-03-26,117,12,33,11,61,2,0,8,72,40
Mpuluzi,2023-04-02,113,9,29,21,54,3,0,6,0,40
Mpuluzi,2023-04-09,221,26,61,54,80,19,6,8,36,40
Mpuluzi,2023-04-16,92,14,28,19,31,2,0,6,108,40
Mpuluzi,2023-04-23,84,9,24,17,34,3,0,7,252,40
Mpuluzi,2023-04-30,63,10,21,12,20,1,0,5,72,40
Mpuluzi,2023-05-07,86,11,26,15,34,4,0,7,0,0
Mpuluzi,2023-05-14,81,9,18,12,42,1,0,3,0,40
Mpuluzi,2023-05-21,73,6,20,9,38,0,0,0,0,40
Mpuluzi,2023-05-28,85,8,18,11,48,1,0,6,0,40
Mpuluzi,2023-06-04,99,9,21,15,54,2,0,4,180,40
Mpuluzi,2023-06-11,90,11,22,0,57,1,0,6,0,0
Mpuluzi,2023-06-18,94,9,17,2,66,0,0,1,0,40
Mpuluzi,2023-06-25,97,11,22,5,59,0,0,0,0,0
Mpuluzi,2023-07-02,103,12,19,60,12,0,0,0,0,40
Mpuluzi,2023-07-09,91,9,16,0,66,4,0,7,72,40
Mpuluzi,2023-07-16,84,6,18,0,60,3,0,0,0,40
Mpuluzi,2023-07-23,91,8,21,0,62,2,0,0,0,40
Mpuluzi,2023-07-30,84,8,19,0,57,3,0,0,0,40
Mpuluzi,2023-08-06,223,26,74,31,92,21,0,0,0,40
Mpuluzi,2023-08-13,83,6,20,9,48,2,0,7,0,40
Mpuluzi,2023-08-20,93,7,22,18,46,3,0,3,36,40
Mpuluzi,2023-08-27,85,9,24,16,36,2,0,4,0,40
Mpuluzi,2023-09-03,56,6,12,8,30,1,0,3,0,40
Mpuluzi,2023-09-10,78,8,18,12,40,3,0,5,0,40
Mpuluzi,2023-09-17,90,9,21,6,54,1,0,2,72,40
Mpuluzi,2023-09-24,105,7,24,14,60,2,0,4,144,40
Mpuluzi,2023-10-01,111,12,27,21,51,3,0,4,144,40
Mpuluzi,2023-10-08,48,6,19,11,12,4,0,6,72,40
Mpuluzi,2023-10-15,113,8,22,17,66,6,0,2,108,40
Mpuluzi,2023-10-22,68,6,12,19,31,1,0,4,180,40
Mpuluzi,2023-10-29,32,3,6,11,12,1,0,4,72,40
Mpuluzi,2023-11-05,107,9,22,23,53,0,0,4,108,40
Mpuluzi,2023-11-12,109,10,24,19,56,4,0,4,72,40
Mpuluzi,2023-11-19,80,7,16,13,44,1,0,8,108,40
Mpuluzi,2023-11-26,79,7,24,16,32,3,0,7,144,40
Mpuluzi,2023-12-03,106,8,19,18,61,3,0,0,72,40
Mpuluzi,2023-12-10,340,51,92,77,120,18,0,7,180,40
Mpuluzi,2023-12-17,136,11,32,27,66,6,0,5,72,40
Mpuluzi,2023-12-24,37,6,19,1,11,2,0,4,36,0
Mpuluzi,2023-12-31,60,7,17,15,21,1,0,3,0,0
Mpuluzi,2024-01-07,112,8,24,18,62,4,0,8,0,0
Mpuluzi,2024-01-14,79,8,22,13,36,3,0,5,0,0
Mpuluzi,2024-01-21,77,7,18,11,41,3,0,6,72,0
Mpuluzi,2024-01-28,112,9,22,17,64,4,0,4,72,0
Mpuluzi,2024-02-02,247,38,74,41,94,21,0,8,32,0
Mpuluzi,2024-02-04,119,11,19,19,70,6,0,8,252,0
Mpuluzi,2024-02-09,146,14,39,27,66,4,0,8,0,0
Mpuluzi,2024-02-11,74,9,16,13,36,3,0,5,144,0
Mpuluzi,2024-02-16,167,16,44,36,71,8,0,6,32,0
Mpuluzi,2024-02-18,91,12,26,21,32,6,0,7,36,0
Mpuluzi,2024-03-03,115,13,19,23,60,2,0,4,36,40
Mpuluzi,2024-03-10,112,14,22,19,57,2,0,6,36,40
Mpuluzi,2024-03-17,119,13,24,21,61,2,0,4,0,40
Mpuluzi,2024-03-24,109,9,26,19,55,1,0,5,0,40
Mpuluzi,2024-03-31,221,27,59,62,73,19,12,6,0,40
Mpuluzi,2024-04-07,33,6,12,8,7,1,0,5,0,40
Mpuluzi,2024-04-14,76,8,22,17,29,2,0,4,0,40
Mpuluzi,2024-04-21,84,9,17,21,37,4,0,4,0,40
Mpuluzi,2024-04-28,80,11,21,16,32,3,0,6,36,40
Mpuluzi,2024-05-05,93,9,17,13,54,4,0,6,36,40
Mpuluzi,2024-05-12,90,9,16,16,49,3,0,5,108,40
Mpuluzi,2024-05-19,118,16,29,22,51,4,0,6,72,40
Mpuluzi,2024-05-26,101,14,22,17,48,2,0,4,72,40
Mpuluzi,2024-06-02,133,17,23,27,66,4,0,5,108,40
Mpuluzi,2024-06-09,70,12,17,12,29,2,0,4,36,40
Mpuluzi,2024-06-16,98,10,19,18,51,3,0,6,72,40
Mpuluzi,2024-06-23,115,12,21,17,65,3,0,4,72,40
Mpuluzi,2024-06-30,126,14,19,22,71,4,0,6,36,40
Mpuluzi,2024-07-07,121,13,21,19,68,3,0,5,144,40
Mpuluzi,2024-07-14,122,12,22,17,71,5,0,6,36,40
Mpuluzi,2024-07-21,130,16,27,21,66,3,0,4,72,0
Mpuluzi,2024-07-28,135,13,31,17,74,6,0,8,108,0
Mpuluzi,2024-08-04,129,16,41,66,6,11,0,6,108,0
Mpuluzi,2024-08-11,145,14,37,24,70,6,0,4,144,0
Mpuluzi,2024-08-18,101,9,36,8,48,2,0,4,72,0
Mpuluzi,2024-08-25,110,10,28,18,54,4,0,3,72,0
Mpuluzi,2024-09-01,131,12,31,22,66,6,0,5,0,0
Mpuluzi,2024-09-08,115,13,28,17,57,4,0,4,0,0
Mpuluzi,2024-09-15,61,6,18,13,24,2,0,4,0,0
Mpuluzi,2024-09-22,106,11,37,18,40,3,0,6,192,0
Mpuluzi,2024-09-29,105,13,31,21,40,4,0,5,0,0
Mpuluzi,2024-10-06,225,21,64,44,96,39,0,8,0,0
Mpuluzi,2024-10-13,132,11,29,24,68,8,0,6,0,0
Mpuluzi,2024-10-20,125,16,32,18,59,5,0,7,0,0
Mpuluzi,2024-10-27,52,5,11,15,21,3,0,11,0,0
Mpuluzi,2024-11-03,136,19,34,12,71,4,0,4,0,0
Mpuluzi,2024-11-10,148,16,36,16,80,8,0,6,0,0
Mpuluzi,2024-11-17,153,17,41,23,72,0,0,0,160,0
Mpuluzi,2024-11-24,200,21,66,32,81,8,0,6,256,0
Mpuluzi,2024-12-01,175,19,47,26,83,8,0,8,64,0
Mpuluzi,2024-12-08,166,18,44,28,76,9,0,6,224,0
Mpuluzi,2024-12-15,162,16,47,31,68,3,0,4,32,0
Mpuluzi,2024-12-22,128,14,44,27,43,4,0,5,32,0
Mpuluzi,2024-12-29,155,11,47,31,66,11,0,7,32,0
Mpuluzi,2025-01-05,143,14,49,26,54,0,0,5,128,0
Mpuluzi,2025-01-12,134,16,51,19,48,3,0,7,64,0
Mpuluzi,2025-01-19,141,12,39,31,59,6,0,6,32,0
Mpuluzi,2025-01-26,157,16,43,26,72,8,0,5,32,0
Mpuluzi,2025-02-02,247,38,74,41,94,21,0,8,32,0
Mpuluzi,2025-02-09,146,14,39,27,66,4,0,8,0,0
Mpuluzi,2025-02-16,167,16,44,36,71,8,0,6,32,0
Mpuluzi,2025-02-23,156,14,46,29,67,9,0,8,128,0
Mpuluzi,2025-03-09,82,7,29,15,31,6,0,4,0,0
Mpuluzi,2025-03-16,64,4,22,11,27,2,0,3,0,0
Mpuluzi,2025-03-23,76,8,28,16,24,4,0,5,0,0
Mpuluzi,2025-03-30,98,11,29,21,37,6,0,4,0,0
Mpuluzi,2025-04-06,89,11,19,17,42,4,0,3,144,0
Mpuluzi,2025-04-13,112,9,31,16,56,4,0,2,0,0
Mpuluzi,2025-04-20,254,31,68,43,112,49,0,6,72,0
Mpuluzi,2025-04-27,120,9,21,26,64,2,0,4,36,0
Mpuluzi,2025-05-04,80,7,24,19,30,3,0,3,0,0
Mpuluzi,2025-05-11,140,11,34,27,68,7,0,6,0,0
Mpuluzi,2025-05-18,163,13,41,37,72,8,0,4,108,0
Mpuluzi,2025-05-25,153,14,46,34,59,5,0,6,36,0
Mpuluzi,2025-06-01,100,11,28,21,40,2,0,3,72,0
Mpuluzi,2025-06-08,51,4,12,9,26,2,0,3,36,0
Mpuluzi,2025-06-15,71,6,21,12,32,1,0,4,36,0
Mpuluzi,2025-06-22,85,8,29,16,32,4,0,4,72,0
Mpuluzi,2025-06-29,131,13,31,28,59,3,0,4,0,0
Mpuluzi,2025-07-06,76,8,22,16,30,1,0,3,0,0
Mpuluzi,2025-07-13,55,8,19,6,22,1,0,6,0,0
Mpuluzi,2025-07-20,117,12,31,27,47,3,0,4,0,0
Mpuluzi,2025-07-27,111,14,33,24,40,5,0,3,36,0
Mpuluzi,2025-08-03,114,16,31,27,40,3,0,5,36,0
Mpuluzi,2025-08-10,140,14,28,32,66,2,0,3,108,0
Mpuluzi,2025-08-18,85,6,19,11,49,1,0,2,72,0
Mpuluzi,2025-08-24,167,18,49,34,66,12,0,4,72,0
Mpuluzi,2025-08-31,87,6,21,18,42,2,0,3,36,0
Mpuluzi,2025-09-07,147,3,46,32,66,6,0,5,144,0
Mpuluzi,2025-09-14,155,16,43,27,69,7,0,4,0,0
Mpuluzi,2025-09-21,148,12,44,31,61,6,0,4,0,0
Mpuluzi,2025-09-28,210,17,62,49,82,22,0,9,324,0
Mpuluzi,2025-10-05,173,19,61,27,66,11,0,7,108,0
Mpuluzi,2025-10-12,171,16,52,31,72,6,0,4,36,0
Mpuluzi,2025-10-19,141,12,46,34,49,2,0,3,0,0
Mpuluzi,2025-10-26,181,14,51,44,72,4,0,4,72,0
Mpuluzi,2025-11-02,50,6,24,12,8,1,0,6,4,0
Mpuluzi,2025-11-09,144,12,39,27,66,4,0,3,19,0
Mpuluzi,2025-11-16,43,6,16,12,9,2,0,4,0,0
Mpuluzi,2025-11-23,132,12,31,23,66,6,0,5,0,0
Mpuluzi,2025-11-30,150,9,39,26,76,4,0,3,0,0
Mpuluzi,2025-12-07,205,21,59,44,81,8,0,4,0,0
Mpuluzi,2025-12-14,93,6,21,17,49,3,0,4,10,0
Mpuluzi,2025-12-21,170,19,57,28,66,9,0,6,4,0
Mpuluzi,2025-12-28,201,22,58,49,72,12,0,3,0,0
Mpuluzi,2026-01-04,157,15,48,26,68,6,0,4,0,0
Mpuluzi,2026-01-11,156,13,51,29,63,4,0,3,0,0
Mpuluzi,2026-01-18,155,16,49,34,56,11,0,5,0,0
Mpuluzi,2026-01-25,184,17,53,38,76,9,0,4,0,0
Mpuluzi,2026-02-01,134,19,46,29,40,0,0,0,0,0
Mpuluzi,2026-02-08,170,18,49,34,69,0,0,3,96,0
Mpuluzi,2026-02-15,94,12,41,22,19,2,0,4,48,0
Mpuluzi,2026-02-22,174,17,49,26,82,9,0,6,144,0
Mpuluzi,2026-03-01,115,24,36,19,36,8,0,3,108,0
Mpuluzi,2026-03-15,159,19,48,34,58,4,0,2,108,0
Mpuluzi,2026-03-22,67,4,19,12,32,6,0,4,108,0
Mpuluzi,2026-03-29,134,16,34,23,61,4,0,0,36,0
Mpuluzi,2026-04-05,374,32,78,91,173,37,0,2,0,0
Mpuluzi,2026-04-12,20,2,3,2,13,0,0,2,0,40
Mpuluzi,2026-04-19,44,3,8,9,24,0,0,4,0,40
Mpuluzi,2026-04-26,90,8,22,19,41,0,0,4,72,0
Mpuluzi,2026-05-03,43,6,12,9,16,0,0,3,108,0
Mpuluzi,2026-05-10,151,11,29,42,69,0,0,4,108,0
Mpuluzi,2026-05-17,181,14,43,51,73,0,0,5,108,0
Mpuluzi,2026-05-24,153,16,46,32,59,4,0,3,36,0
Msahweni,2021-11-07,148,9,38,40,61,0,0,3,0,0
Msahweni,2021-11-14,249,18,51,102,78,0,0,0,0,0
Msahweni,2021-11-21,71,4,17,23,27,0,0,0,0,0
Msahweni,2021-11-28,120,5,14,31,70,0,0,0,0,0
Msahweni,2021-12-05,79,4,18,19,38,0,0,0,0,0
Msahweni,2021-12-12,115,7,17,27,64,0,0,0,0,0
Msahweni,2021-12-19,127,3,26,31,67,0,0,0,0,0
Msahweni,2021-12-26,112,7,13,21,71,0,0,0,60,0
Msahweni,2022-01-01,133,6,16,30,81,5,0,5,110,0
Msahweni,2022-01-02,256,16,61,77,102,0,0,0,1,0
Msahweni,2022-01-08,148,3,20,42,83,0,0,7,0,0
Msahweni,2022-01-09,111,5,19,36,51,0,0,0,21,0
Msahweni,2022-01-15,149,3,29,34,83,0,0,2,0,0
Msahweni,2022-01-16,145,5,22,37,81,0,0,0,45,0
Msahweni,2022-01-22,149,22,17,30,80,0,0,4,0,0
Msahweni,2022-01-23,117,3,16,34,64,0,0,0,2,0
Msahweni,2022-01-29,157,7,32,24,94,0,0,0,0,0
Msahweni,2022-01-30,104,7,18,21,58,0,0,0,3,0
Msahweni,2022-02-05,216,9,44,66,97,0,0,0,0,0
Msahweni,2022-02-06,106,7,21,37,41,0,0,0,3,0
Msahweni,2022-02-12,16,2,5,1,8,0,0,0,9,0
Msahweni,2022-02-13,126,6,27,14,79,4,0,0,91,0
Msahweni,2022-02-19,106,5,26,31,44,0,0,4,96,0
Msahweni,2022-02-20,108,6,23,31,48,5,0,0,5,0
Msahweni,2022-02-26,59,3,8,19,29,0,0,0,8,0
Msahweni,2022-02-27,204,8,32,65,99,0,0,0,4,0
Msahweni,2022-03-06,219,9,37,69,104,14,0,0,4,0
Msahweni,2022-03-12,69,1,18,25,25,0,0,0,37,0
Msahweni,2022-03-13,229,11,41,66,111,12,0,0,4,0
Msahweni,2022-03-19,86,5,16,20,45,0,0,0,0,0
Msahweni,2022-03-20,134,3,13,40,78,4,0,0,3,0
Msahweni,2022-03-26,76,5,14,18,39,0,0,2,216,0
Msahweni,2022-03-27,176,5,37,43,91,2,0,0,3,0
Msahweni,2022-04-02,64,3,12,13,36,0,0,1,288,0
Msahweni,2022-04-03,202,8,31,49,114,16,0,0,3,0
Msahweni,2022-04-09,136,7,32,61,36,11,0,0,180,0
Msahweni,2022-04-10,125,6,14,34,71,11,0,0,3,0
Msahweni,2022-04-16,82,3,16,18,45,0,0,0,216,0
Msahweni,2022-04-17,312,37,61,98,116,16,0,0,0,0
Msahweni,2022-04-23,96,6,20,34,36,0,0,2,144,0
Msahweni,2022-04-24,152,9,15,37,91,5,0,0,0,0
Msahweni,2022-04-30,52,3,10,9,30,0,0,0,0,0
Msahweni,2022-05-08,163,7,29,36,91,2,0,0,1,0
Msahweni,2022-05-15,111,14,26,31,40,0,0,0,3,0
Msahweni,2022-05-22,97,8,19,29,41,0,0,0,3,0
Msahweni,2022-05-29,170,7,43,29,91,0,0,0,2,0
Msahweni,2022-06-05,115,6,17,23,69,0,0,0,3,0
Msahweni,2022-06-12,134,5,18,30,81,0,0,0,1,0
Msahweni,2022-06-19,165,11,26,34,94,0,0,0,2,0
Msahweni,2022-06-26,191,14,16,48,113,0,0,0,4,0
Msahweni,2022-07-02,82,5,16,25,36,0,0,2,180,0
Msahweni,2022-07-03,172,8,19,41,104,0,0,0,2,0
Msahweni,2022-07-09,87,6,31,23,27,0,0,0,0,0
Msahweni,2022-07-10,153,9,21,29,94,0,0,0,61,0
Msahweni,2022-07-16,88,5,26,25,32,0,0,1,144,0
Msahweni,2022-07-17,121,2,3,18,98,0,0,0,3,0
Msahweni,2022-07-23,92,3,18,27,44,0,0,1,10,0
Msahweni,2022-07-24,155,8,21,32,94,0,0,0,3,0
Msahweni,2022-07-30,91,4,16,25,46,0,0,1,6,0
Msahweni,2022-07-31,141,4,19,23,95,0,0,0,3,0
Msahweni,2022-08-06,88,5,26,25,32,0,0,1,144,0
Msahweni,2022-08-07,176,5,18,32,121,0,0,0,4,0
Msahweni,2022-08-13,46,3,12,8,23,0,0,0,5,0
Msahweni,2022-08-14,162,6,15,24,117,0,0,0,2,0
Msahweni,2022-08-20,84,8,21,25,30,0,0,6,72,0
Msahweni,2022-08-21,150,3,12,21,114,1,0,0,2,0
Msahweni,2022-08-27,26,1,8,5,12,0,0,0,8,0
Msahweni,2022-08-28,168,3,18,33,114,61,0,0,6,0
Msahweni,2022-09-04,188,7,21,39,121,2,0,6,0,0
Msahweni,2022-09-11,150,7,23,41,79,0,0,4,0,0
